,Customer_ID,Age,Gender,Location,Product_Category,Product_Name,Quantity_Purchased,Unit_Price_GBP,Total_Sales_GBP,Order_Date,Delivery_Time_Days,Shipping_Status,Customer_Rating,Returned,Return_Reason,Customer_Segment,Return_Flag,On_Time_Flag,Order_Month,Order_Year,Average_Order_Value,Age_Group
353,C1353,46,Female,Liverpool,Fashion,Jeans,2,55,110,28/05/2025,10,Delayed,1,Yes,Poor Quality,Medium,1,0,2025-05,2025,110,36-50
354,C1354,63,Male,Glasgow,Electronics,Smartwatch,4,123,492,02/12/2025,3,On-Time,5,No,No Return,Medium,0,1,2025-12,2025,492,51-65
355,C1355,48,Male,Leeds,Fashion,Trainers,2,39,78,12/03/2025,8,Delayed,3,Yes,Wrong Item,Low,1,0,2025-03,2025,78,36-50
356,C1356,52,Female,Birmingham,Fashion,Jeans,3,71,213,21/08/2025,4,On-Time,5,Yes,Late Delivery,Medium,1,1,2025-08,2025,213,51-65
357,C1357,50,Male,Manchester,Electronics,Smartphone,4,690,2760,30/11/2025,8,Delayed,2,No,No Return,Premium,0,0,2025-11,2025,2760,36-50
358,C1358,38,Female,Glasgow,Electronics,Headphones,3,289,867,26/10/2025,1,On-Time,5,No,No Return,High,0,1,2025-10,2025,867,36-50
359,C1359,49,Female,Glasgow,Electronics,Smartwatch,4,174,696,03/06/2025,3,On-Time,5,No,No Return,High,0,1,2025-06,2025,696,36-50
360,C1360,40,Female,Birmingham,Home Goods,Chair,5,69,345,31/03/2025,6,Delayed,4,No,No Return,Medium,0,0,2025-03,2025,345,36-50
361,C1361,50,Female,Glasgow,Home Goods,Lamp,2,249,498,30/11/2025,9,Delayed,2,Yes,Poor Quality,Medium,1,0,2025-11,2025,498,36-50
362,C1362,20,Other,Sheffield,Electronics,Laptop,1,1112,1112,18/07/2025,2,On-Time,4,No,No Return,High,0,1,2025-07,2025,1112,18-25
363,C1363,35,Male,Leeds,Home Goods,Blender,4,200,800,10/06/2025,1,On-Time,5,Yes,Poor Quality,High,1,1,2025-06,2025,800,26-35
364,C1364,42,Female,Liverpool,Fashion,T-Shirt,4,74,296,26/01/2025,10,Delayed,2,Yes,Damaged Product,Medium,1,0,2025-01,2025,296,36-50
365,C1365,59,Male,Bristol,Electronics,Headphones,3,211,633,01/05/2025,3,On-Time,5,No,No Return,High,0,1,2025-05,2025,633,51-65
366,C1366,48,Male,Birmingham,Electronics,Laptop,5,1115,5575,28/10/2025,4,On-Time,3,No,No Return,Premium,0,1,2025-10,2025,5575,36-50
367,C1367,20,Female,Liverpool,Fashion,Jacket,3,56,168,31/07/2025,5,On-Time,3,No,No Return,Medium,0,1,2025-07,2025,168,18-25
368,C1368,57,Female,Liverpool,Home Goods,Lamp,3,151,453,04/03/2025,3,On-Time,5,No,No Return,Medium,0,1,2025-03,2025,453,51-65
369,C1369,63,Other,London,Fashion,Trainers,5,72,360,09/03/2025,10,Delayed,3,No,No Return,Medium,0,0,2025-03,2025,360,51-65
370,C1370,41,Female,Sheffield,Electronics,Headphones,1,295,295,10/09/2025,2,On-Time,5,No,No Return,Medium,0,1,2025-09,2025,295,36-50
371,C1371,49,Male,Birmingham,Electronics,Smartphone,3,559,1677,02/01/2025,2,On-Time,5,No,No Return,High,0,1,2025-01,2025,1677,36-50
372,C1372,64,Male,Glasgow,Fashion,T-Shirt,3,15,45,18/04/2025,7,Delayed,3,Yes,Wrong Item,Low,1,0,2025-04,2025,45,51-65
373,C1373,39,Female,Bristol,Electronics,Smartwatch,4,120,480,13/10/2025,9,Delayed,2,No,No Return,Medium,0,0,2025-10,2025,480,36-50
374,C1374,40,Male,Birmingham,Electronics,Tablet,5,677,3385,18/02/2025,10,Delayed,1,No,No Return,Premium,0,0,2025-02,2025,3385,36-50
375,C1375,19,Male,Glasgow,Electronics,Smartwatch,2,227,454,20/05/2025,2,On-Time,4,No,No Return,Medium,0,1,2025-05,2025,454,18-25
376,C1376,44,Male,Liverpool,Home Goods,Blender,1,220,220,06/08/2025,7,Delayed,3,No,No Return,Medium,0,0,2025-08,2025,220,36-50
377,C1377,59,Male,Bristol,Home Goods,Blender,1,208,208,13/02/2025,7,Delayed,2,Yes,Changed Mind,Medium,1,0,2025-02,2025,208,51-65
378,C1378,19,Male,Glasgow,Fashion,Jacket,5,74,370,26/09/2025,7,Delayed,2,Yes,Poor Quality,Medium,1,0,2025-09,2025,370,18-25
379,C1379,43,Male,Leeds,Home Goods,Vacuum,4,27,108,19/03/2025,3,On-Time,5,No,No Return,Medium,0,1,2025-03,2025,108,36-50
380,C1380,34,Male,Glasgow,Electronics,Smartwatch,4,201,804,04/08/2025,7,Delayed,2,No,No Return,High,0,0,2025-08,2025,804,26-35
381,C1381,57,Male,London,Fashion,Jacket,5,122,610,08/04/2025,1,On-Time,5,No,No Return,High,0,1,2025-04,2025,610,51-65
382,C1382,50,Other,Sheffield,Electronics,Headphones,4,85,340,24/08/2025,10,Delayed,2,No,No Return,Medium,0,0,2025-08,2025,340,36-50
383,C1383,26,Male,Liverpool,Fashion,Dress,1,89,89,09/10/2025,1,On-Time,5,No,No Return,Low,0,1,2025-10,2025,89,26-35
384,C1384,60,Male,Glasgow,Home Goods,Cookware Set,1,142,142,29/05/2025,5,On-Time,4,No,No Return,Medium,0,1,2025-05,2025,142,51-65
385,C1385,65,Female,Sheffield,Fashion,Trainers,2,72,144,31/10/2025,2,On-Time,4,No,No Return,Medium,0,1,2025-10,2025,144,51-65
386,C1386,56,Male,Manchester,Electronics,Tablet,5,482,2410,07/03/2025,9,Delayed,1,Yes,Wrong Item,Premium,1,0,2025-03,2025,2410,51-65
387,C1387,46,Female,Manchester,Fashion,Trainers,3,61,183,22/08/2025,7,Delayed,4,No,No Return,Medium,0,0,2025-08,2025,183,36-50
388,C1388,59,Female,Sheffield,Electronics,Laptop,3,976,2928,28/03/2025,4,On-Time,4,No,No Return,Premium,0,1,2025-03,2025,2928,51-65
389,C1389,43,Male,Sheffield,Home Goods,Lamp,2,165,330,20/03/2025,4,On-Time,3,No,No Return,Medium,0,1,2025-03,2025,330,36-50
390,C1390,52,Male,London,Fashion,Jeans,2,42,84,24/07/2025,2,On-Time,5,No,No Return,Low,0,1,2025-07,2025,84,51-65
391,C1391,42,Female,Leeds,Fashion,Jacket,4,68,272,06/10/2025,5,On-Time,4,No,No Return,Medium,0,1,2025-10,2025,272,36-50
392,C1392,41,Female,Liverpool,Fashion,Jeans,2,30,60,03/12/2025,4,On-Time,4,No,No Return,Low,0,1,2025-12,2025,60,36-50
393,C1393,30,Male,Birmingham,Fashion,Trainers,2,76,152,11/09/2025,1,On-Time,5,No,No Return,Medium,0,1,2025-09,2025,152,26-35
394,C1394,24,Female,London,Electronics,Smartphone,3,486,1458,31/10/2025,8,Delayed,2,No,No Return,High,0,0,2025-10,2025,1458,18-25
395,C1395,53,Male,Leeds,Fashion,Jacket,4,70,280,10/05/2025,3,On-Time,5,No,No Return,Medium,0,1,2025-05,2025,280,51-65
396,C1396,62,Other,Sheffield,Electronics,Headphones,2,53,106,25/03/2025,6,Delayed,4,No,No Return,Medium,0,0,2025-03,2025,106,51-65
397,C1397,37,Male,Birmingham,Fashion,Dress,2,76,152,03/10/2025,4,On-Time,4,No,No Return,Medium,0,1,2025-10,2025,152,36-50
398,C1398,18,Female,Sheffield,Home Goods,Chair,4,36,144,06/07/2025,9,Delayed,2,No,No Return,Medium,0,0,2025-07,2025,144,18-25
399,C1399,25,Female,Sheffield,Home Goods,Cookware Set,5,58,290,15/02/2025,7,Delayed,2,No,No Return,Medium,0,0,2025-02,2025,290,18-25
400,C1400,63,Female,Manchester,Fashion,Trainers,4,77,308,02/07/2025,9,Delayed,2,Yes,Wrong Item,Medium,1,0,2025-07,2025,308,51-65
401,C1401,33,Female,Manchester,Fashion,Trainers,3,75,225,25/09/2025,10,Delayed,1,No,No Return,Medium,0,0,2025-09,2025,225,26-35
402,C1402,31,Male,Birmingham,Electronics,Smartphone,5,338,1690,23/10/2025,3,On-Time,5,No,No Return,High,0,1,2025-10,2025,1690,26-35
403,C1403,29,Male,London,Home Goods,Vacuum,1,151,151,18/11/2025,1,On-Time,5,No,No Return,Medium,0,1,2025-11,2025,151,26-35
404,C1404,40,Male,Manchester,Electronics,Tablet,4,741,2964,10/04/2025,5,On-Time,4,No,No Return,Premium,0,1,2025-04,2025,2964,36-50
405,C1405,32,Male,Liverpool,Fashion,Jacket,3,69,207,19/03/2025,3,On-Time,5,No,No Return,Medium,0,1,2025-03,2025,207,26-35
406,C1406,45,Female,Sheffield,Electronics,Smartphone,5,577,2885,29/09/2025,6,Delayed,4,No,No Return,Premium,0,0,2025-09,2025,2885,36-50
407,C1407,51,Male,Bristol,Electronics,Headphones,4,252,1008,05/12/2025,8,Delayed,1,Yes,Late Delivery,High,1,0,2025-12,2025,1008,51-65
408,C1408,19,Male,Glasgow,Fashion,T-Shirt,2,80,160,11/06/2025,4,On-Time,5,No,No Return,Medium,0,1,2025-06,2025,160,18-25
409,C1409,49,Other,Birmingham,Electronics,Smartphone,4,407,1628,13/02/2025,5,On-Time,4,No,No Return,High,0,1,2025-02,2025,1628,36-50
410,C1410,40,Female,Birmingham,Fashion,Jeans,1,26,26,26/08/2025,5,On-Time,3,No,No Return,Low,0,1,2025-08,2025,26,36-50
411,C1411,39,Female,Manchester,Electronics,Smartphone,4,521,2084,14/05/2025,4,On-Time,4,No,No Return,Premium,0,1,2025-05,2025,2084,36-50
412,C1412,42,Other,London,Electronics,Laptop,5,1129,5645,11/07/2025,4,On-Time,3,No,No Return,Premium,0,1,2025-07,2025,5645,36-50
413,C1413,39,Male,Sheffield,Fashion,T-Shirt,5,67,335,22/12/2025,4,On-Time,4,No,No Return,Medium,0,1,2025-12,2025,335,36-50
414,C1414,39,Male,Liverpool,Electronics,Laptop,4,854,3416,05/10/2025,4,On-Time,5,No,No Return,Premium,0,1,2025-10,2025,3416,36-50
415,C1415,59,Female,London,Electronics,Tablet,5,654,3270,18/01/2025,4,On-Time,5,No,No Return,Premium,0,1,2025-01,2025,3270,51-65
416,C1416,23,Female,Leeds,Fashion,Trainers,2,30,60,12/01/2025,5,On-Time,4,No,No Return,Low,0,1,2025-01,2025,60,18-25
417,C1417,32,Male,Leeds,Electronics,Smartphone,4,682,2728,29/06/2025,2,On-Time,5,No,No Return,Premium,0,1,2025-06,2025,2728,26-35
418,C1418,60,Female,Bristol,Home Goods,Chair,2,205,410,03/05/2025,2,On-Time,5,No,No Return,Medium,0,1,2025-05,2025,410,51-65
419,C1419,54,Male,Manchester,Electronics,Headphones,2,139,278,03/09/2025,9,Delayed,3,No,No Return,Medium,0,0,2025-09,2025,278,51-65
420,C1420,50,Male,Manchester,Electronics,Headphones,3,136,408,10/08/2025,2,On-Time,5,No,No Return,Medium,0,1,2025-08,2025,408,36-50
421,C1421,25,Female,Manchester,Fashion,Trainers,4,119,476,20/02/2025,6,Delayed,3,No,No Return,Medium,0,0,2025-02,2025,476,18-25
422,C1422,61,Female,Bristol,Electronics,Smartphone,5,689,3445,12/03/2025,2,On-Time,5,No,No Return,Premium,0,1,2025-03,2025,3445,51-65
423,C1423,61,Female,Leeds,Electronics,Laptop,2,1181,2362,17/02/2025,5,On-Time,4,No,No Return,Premium,0,1,2025-02,2025,2362,51-65
424,C1424,22,Male,London,Electronics,Smartphone,3,343,1029,19/01/2025,4,On-Time,3,No,No Return,High,0,1,2025-01,2025,1029,18-25
425,C1425,56,Female,Bristol,Electronics,Tablet,4,797,3188,19/09/2025,7,Delayed,2,Yes,Changed Mind,Premium,1,0,2025-09,2025,3188,51-65
426,C1426,21,Male,Bristol,Home Goods,Lamp,4,38,152,25/03/2025,7,Delayed,4,No,No Return,Medium,0,0,2025-03,2025,152,18-25
427,C1427,23,Male,London,Electronics,Headphones,1,150,150,04/06/2025,6,Delayed,3,No,No Return,Medium,0,0,2025-06,2025,150,18-25
428,C1428,62,Female,Manchester,Home Goods,Blender,1,165,165,22/02/2025,10,Delayed,2,No,No Return,Medium,0,0,2025-02,2025,165,51-65
429,C1429,49,Female,Liverpool,Home Goods,Lamp,2,114,228,17/04/2025,5,On-Time,3,No,No Return,Medium,0,1,2025-04,2025,228,36-50
430,C1430,47,Female,London,Fashion,Jeans,1,44,44,23/12/2025,1,On-Time,5,Yes,Changed Mind,Low,1,1,2025-12,2025,44,36-50
431,C1431,64,Female,Leeds,Home Goods,Cookware Set,2,189,378,31/10/2025,3,On-Time,5,No,No Return,Medium,0,1,2025-10,2025,378,51-65
432,C1432,52,Female,Birmingham,Electronics,Tablet,5,232,1160,15/05/2025,9,Delayed,3,No,No Return,High,0,0,2025-05,2025,1160,51-65
433,C1433,57,Female,Sheffield,Home Goods,Cookware Set,2,221,442,10/03/2025,1,On-Time,4,No,No Return,Medium,0,1,2025-03,2025,442,51-65
434,C1434,33,Male,Birmingham,Electronics,Headphones,1,278,278,11/01/2025,5,On-Time,5,No,No Return,Medium,0,1,2025-01,2025,278,26-35
435,C1435,30,Male,Glasgow,Fashion,Jacket,5,51,255,23/05/2025,2,On-Time,5,No,No Return,Medium,0,1,2025-05,2025,255,26-35
436,C1436,59,Male,Glasgow,Fashion,Jacket,1,133,133,11/07/2025,4,On-Time,5,No,No Return,Medium,0,1,2025-07,2025,133,51-65
437,C1437,47,Male,Bristol,Electronics,Headphones,2,204,408,10/03/2025,1,On-Time,5,No,No Return,Medium,0,1,2025-03,2025,408,36-50
438,C1438,36,Female,Sheffield,Fashion,Trainers,3,68,204,23/01/2025,3,On-Time,5,No,No Return,Medium,0,1,2025-01,2025,204,36-50
439,C1439,34,Female,Birmingham,Fashion,Dress,4,48,192,30/06/2025,10,Delayed,2,Yes,Late Delivery,Medium,1,0,2025-06,2025,192,26-35
440,C1440,36,Male,Liverpool,Electronics,Headphones,1,295,295,20/10/2025,7,Delayed,3,No,No Return,Medium,0,0,2025-10,2025,295,36-50
441,C1441,45,Male,Manchester,Electronics,Laptop,2,1004,2008,09/01/2025,10,Delayed,1,No,No Return,Premium,0,0,2025-01,2025,2008,36-50
442,C1442,43,Female,Leeds,Fashion,Jacket,5,115,575,28/09/2025,3,On-Time,4,No,No Return,High,0,1,2025-09,2025,575,36-50
443,C1443,54,Male,Glasgow,Fashion,Dress,1,68,68,03/04/2025,4,On-Time,3,No,No Return,Low,0,1,2025-04,2025,68,51-65
444,C1444,43,Female,Liverpool,Home Goods,Chair,1,180,180,17/01/2025,2,On-Time,5,No,No Return,Medium,0,1,2025-01,2025,180,36-50
445,C1445,40,Female,Leeds,Home Goods,Lamp,4,209,836,03/06/2025,3,On-Time,5,Yes,Wrong Item,High,1,1,2025-06,2025,836,36-50
446,C1446,26,Female,Leeds,Home Goods,Lamp,2,136,272,24/11/2025,9,Delayed,2,Yes,Damaged Product,Medium,1,0,2025-11,2025,272,26-35
447,C1447,29,Female,Manchester,Fashion,T-Shirt,3,29,87,29/05/2025,3,On-Time,5,No,No Return,Low,0,1,2025-05,2025,87,26-35
448,C1448,18,Female,Sheffield,Electronics,Smartwatch,5,51,255,24/09/2025,5,On-Time,5,No,No Return,Medium,0,1,2025-09,2025,255,18-25
449,C1449,18,Male,Bristol,Electronics,Smartwatch,2,229,458,24/11/2025,2,On-Time,5,No,No Return,Medium,0,1,2025-11,2025,458,18-25
450,C1450,64,Female,Birmingham,Home Goods,Blender,5,250,1250,16/04/2025,4,On-Time,4,No,No Return,High,0,1,2025-04,2025,1250,51-65
451,C1451,51,Female,Manchester,Fashion,T-Shirt,1,58,58,04/02/2025,7,Delayed,2,Yes,Late Delivery,Low,1,0,2025-02,2025,58,51-65
452,C1452,49,Male,Liverpool,Electronics,Smartwatch,4,231,924,29/04/2025,7,Delayed,3,No,No Return,High,0,0,2025-04,2025,924,36-50
453,C1453,65,Female,Bristol,Electronics,Smartphone,4,573,2292,14/01/2025,3,On-Time,4,No,No Return,Premium,0,1,2025-01,2025,2292,51-65
454,C1454,42,Female,Liverpool,Home Goods,Lamp,3,22,66,14/01/2025,5,On-Time,4,No,No Return,Low,0,1,2025-01,2025,66,36-50
455,C1455,57,Female,Bristol,Fashion,Jacket,4,46,184,23/09/2025,1,On-Time,5,No,No Return,Medium,0,1,2025-09,2025,184,51-65
456,C1456,62,Female,Sheffield,Fashion,T-Shirt,1,57,57,20/05/2025,10,Delayed,3,Yes,Damaged Product,Low,1,0,2025-05,2025,57,51-65
457,C1457,18,Female,Glasgow,Fashion,Jacket,3,121,363,21/10/2025,10,Delayed,3,Yes,Wrong Item,Medium,1,0,2025-10,2025,363,18-25
458,C1458,33,Female,Liverpool,Electronics,Smartwatch,2,285,570,30/12/2025,10,Delayed,3,No,No Return,High,0,0,2025-12,2025,570,26-35
459,C1459,56,Female,Manchester,Electronics,Smartwatch,4,215,860,29/04/2025,1,On-Time,4,No,No Return,High,0,1,2025-04,2025,860,51-65
460,C1460,22,Female,Bristol,Electronics,Smartphone,3,720,2160,26/08/2025,5,On-Time,4,No,No Return,Premium,0,1,2025-08,2025,2160,18-25
461,C1461,39,Female,Bristol,Electronics,Headphones,1,235,235,03/02/2025,10,Delayed,2,Yes,Damaged Product,Medium,1,0,2025-02,2025,235,36-50
462,C1462,46,Female,Leeds,Home Goods,Chair,5,180,900,18/06/2025,9,Delayed,2,No,No Return,High,0,0,2025-06,2025,900,36-50
463,C1463,20,Female,Leeds,Fashion,Jacket,5,147,735,10/01/2025,1,On-Time,5,No,No Return,High,0,1,2025-01,2025,735,18-25
464,C1464,29,Male,London,Home Goods,Lamp,1,206,206,02/05/2025,1,On-Time,5,No,No Return,Medium,0,1,2025-05,2025,206,26-35
465,C1465,43,Female,Liverpool,Home Goods,Cookware Set,1,114,114,25/05/2025,4,On-Time,4,No,No Return,Medium,0,1,2025-05,2025,114,36-50
466,C1466,33,Female,Leeds,Electronics,Headphones,5,171,855,11/08/2025,4,On-Time,5,No,No Return,High,0,1,2025-08,2025,855,26-35
467,C1467,54,Male,London,Fashion,Jacket,3,50,150,14/09/2025,2,On-Time,5,Yes,Late Delivery,Medium,1,1,2025-09,2025,150,51-65
468,C1468,39,Female,Glasgow,Fashion,Jeans,5,36,180,25/09/2025,9,Delayed,3,No,No Return,Medium,0,0,2025-09,2025,180,36-50
469,C1469,46,Male,Glasgow,Home Goods,Cookware Set,1,213,213,25/12/2025,9,Delayed,2,Yes,Changed Mind,Medium,1,0,2025-12,2025,213,36-50
470,C1470,31,Male,Leeds,Electronics,Headphones,4,221,884,04/01/2025,2,On-Time,5,No,No Return,High,0,1,2025-01,2025,884,26-35
471,C1471,45,Female,Liverpool,Fashion,T-Shirt,2,20,40,20/12/2025,9,Delayed,2,No,No Return,Low,0,0,2025-12,2025,40,36-50
472,C1472,22,Male,Bristol,Fashion,Jeans,4,56,224,16/04/2025,6,Delayed,4,Yes,Poor Quality,Medium,1,0,2025-04,2025,224,18-25
473,C1473,64,Female,Birmingham,Electronics,Tablet,4,224,896,26/03/2025,8,Delayed,2,Yes,Late Delivery,High,1,0,2025-03,2025,896,51-65
474,C1474,47,Female,Sheffield,Electronics,Headphones,1,296,296,02/08/2025,10,Delayed,1,Yes,Damaged Product,Medium,1,0,2025-08,2025,296,36-50
475,C1475,63,Female,Liverpool,Fashion,Dress,5,96,480,01/05/2025,4,On-Time,4,No,No Return,Medium,0,1,2025-05,2025,480,51-65
476,C1476,22,Male,Sheffield,Fashion,Trainers,3,114,342,12/05/2025,2,On-Time,4,No,No Return,Medium,0,1,2025-05,2025,342,18-25
477,C1477,29,Male,Manchester,Electronics,Smartphone,4,866,3464,04/12/2025,2,On-Time,5,No,No Return,Premium,0,1,2025-12,2025,3464,26-35
478,C1478,33,Female,Glasgow,Fashion,T-Shirt,5,30,150,16/07/2025,9,Delayed,3,No,No Return,Medium,0,0,2025-07,2025,150,26-35
479,C1479,43,Other,Leeds,Electronics,Tablet,3,611,1833,19/01/2025,1,On-Time,5,No,No Return,High,0,1,2025-01,2025,1833,36-50
480,C1480,43,Female,Leeds,Fashion,Trainers,4,80,320,10/05/2025,7,Delayed,2,Yes,Damaged Product,Medium,1,0,2025-05,2025,320,36-50
481,C1481,65,Male,Sheffield,Electronics,Smartwatch,3,168,504,12/01/2025,3,On-Time,5,No,No Return,High,0,1,2025-01,2025,504,51-65
482,C1482,38,Female,Bristol,Home Goods,Cookware Set,5,196,980,22/03/2025,3,On-Time,5,No,No Return,High,0,1,2025-03,2025,980,36-50
483,C1483,56,Female,Sheffield,Electronics,Headphones,2,58,116,26/11/2025,2,On-Time,5,No,No Return,Medium,0,1,2025-11,2025,116,51-65
484,C1484,53,Female,Manchester,Electronics,Tablet,5,628,3140,20/12/2025,10,Delayed,3,No,No Return,Premium,0,0,2025-12,2025,3140,51-65
485,C1485,50,Male,Bristol,Electronics,Smartwatch,1,199,199,19/09/2025,6,Delayed,3,No,No Return,Medium,0,0,2025-09,2025,199,36-50
486,C1486,47,Female,Manchester,Electronics,Laptop,3,1015,3045,05/05/2025,10,Delayed,2,Yes,Damaged Product,Premium,1,0,2025-05,2025,3045,36-50
487,C1487,54,Female,Birmingham,Fashion,Jeans,2,56,112,03/11/2025,2,On-Time,5,No,No Return,Medium,0,1,2025-11,2025,112,51-65
488,C1488,40,Other,Glasgow,Electronics,Headphones,3,102,306,24/09/2025,10,Delayed,2,No,No Return,Medium,0,0,2025-09,2025,306,36-50
489,C1489,27,Male,Leeds,Home Goods,Vacuum,3,243,729,20/05/2025,4,On-Time,5,No,No Return,High,0,1,2025-05,2025,729,26-35
490,C1490,22,Female,Leeds,Electronics,Tablet,4,642,2568,25/11/2025,10,Delayed,1,No,No Return,Premium,0,0,2025-11,2025,2568,18-25
491,C1491,53,Female,Birmingham,Electronics,Smartwatch,1,123,123,02/01/2025,9,Delayed,3,Yes,Changed Mind,Medium,1,0,2025-01,2025,123,51-65
492,C1492,51,Male,London,Electronics,Smartwatch,3,300,900,08/01/2025,9,Delayed,1,Yes,Wrong Item,High,1,0,2025-01,2025,900,51-65
493,C1493,48,Female,Glasgow,Electronics,Headphones,5,88,440,07/09/2025,6,Delayed,4,No,No Return,Medium,0,0,2025-09,2025,440,36-50
494,C1494,27,Female,Bristol,Electronics,Tablet,5,322,1610,19/05/2025,4,On-Time,4,No,No Return,High,0,1,2025-05,2025,1610,26-35
495,C1495,36,Male,Birmingham,Fashion,T-Shirt,4,17,68,04/05/2025,7,Delayed,3,No,No Return,Low,0,0,2025-05,2025,68,36-50
496,C1496,49,Male,Bristol,Fashion,T-Shirt,1,24,24,05/11/2025,1,On-Time,5,No,No Return,Low,0,1,2025-11,2025,24,36-50
497,C1497,18,Female,Sheffield,Fashion,Trainers,1,58,58,16/08/2025,4,On-Time,3,No,No Return,Low,0,1,2025-08,2025,58,18-25
498,C1498,22,Male,Liverpool,Fashion,Dress,5,118,590,10/01/2025,5,On-Time,4,No,No Return,High,0,1,2025-01,2025,590,18-25
499,C1499,62,Female,Leeds,Fashion,T-Shirt,2,49,98,31/07/2025,8,Delayed,1,No,No Return,Low,0,0,2025-07,2025,98,51-65
500,C1500,21,Male,Bristol,Electronics,Smartphone,4,817,3268,22/04/2025,2,On-Time,5,Yes,Wrong Item,Premium,1,1,2025-04,2025,3268,18-25
501,C1501,33,Female,Manchester,Fashion,Jacket,4,51,204,08/01/2025,5,On-Time,4,Yes,Wrong Item,Medium,1,1,2025-01,2025,204,26-35
502,C1502,41,Male,Bristol,Home Goods,Lamp,5,130,650,19/10/2025,6,Delayed,2,No,No Return,High,0,0,2025-10,2025,650,36-50
503,C1503,33,Female,Liverpool,Fashion,Dress,5,77,385,28/12/2025,5,On-Time,5,No,No Return,Medium,0,1,2025-12,2025,385,26-35
504,C1504,19,Other,Glasgow,Fashion,Dress,2,116,232,10/09/2025,9,Delayed,2,Yes,Changed Mind,Medium,1,0,2025-09,2025,232,18-25
505,C1505,45,Other,Leeds,Electronics,Headphones,2,142,284,14/01/2025,10,Delayed,2,Yes,Damaged Product,Medium,1,0,2025-01,2025,284,36-50
506,C1506,49,Female,Sheffield,Home Goods,Blender,1,166,166,28/08/2025,1,On-Time,5,No,No Return,Medium,0,1,2025-08,2025,166,36-50
507,C1507,44,Male,Birmingham,Home Goods,Vacuum,4,86,344,30/08/2025,3,On-Time,5,No,No Return,Medium,0,1,2025-08,2025,344,36-50
508,C1508,37,Female,Sheffield,Fashion,Jeans,4,22,88,08/12/2025,2,On-Time,5,No,No Return,Low,0,1,2025-12,2025,88,36-50
509,C1509,41,Male,Liverpool,Home Goods,Vacuum,5,27,135,29/05/2025,3,On-Time,5,No,No Return,Medium,0,1,2025-05,2025,135,36-50
510,C1510,29,Male,Leeds,Electronics,Smartphone,1,421,421,24/08/2025,10,Delayed,3,No,No Return,Medium,0,0,2025-08,2025,421,26-35
511,C1511,52,Male,Bristol,Electronics,Smartphone,4,639,2556,02/11/2025,9,Delayed,2,Yes,Damaged Product,Premium,1,0,2025-11,2025,2556,51-65
512,C1512,50,Female,Glasgow,Home Goods,Blender,1,194,194,16/06/2025,9,Delayed,2,No,No Return,Medium,0,0,2025-06,2025,194,36-50
513,C1513,50,Female,London,Home Goods,Blender,1,151,151,20/01/2025,10,Delayed,2,Yes,Late Delivery,Medium,1,0,2025-01,2025,151,36-50
514,C1514,60,Female,Glasgow,Electronics,Smartphone,5,990,4950,04/08/2025,2,On-Time,4,No,No Return,Premium,0,1,2025-08,2025,4950,51-65
515,C1515,54,Male,London,Electronics,Tablet,1,796,796,09/12/2025,3,On-Time,5,No,No Return,High,0,1,2025-12,2025,796,51-65
516,C1516,29,Male,Manchester,Electronics,Smartwatch,2,244,488,15/05/2025,4,On-Time,4,No,No Return,Medium,0,1,2025-05,2025,488,26-35
517,C1517,20,Other,Glasgow,Electronics,Laptop,2,1156,2312,09/05/2025,9,Delayed,2,Yes,Late Delivery,Premium,1,0,2025-05,2025,2312,18-25
518,C1518,18,Male,Leeds,Home Goods,Chair,3,155,465,21/10/2025,3,On-Time,5,No,No Return,Medium,0,1,2025-10,2025,465,18-25
519,C1519,50,Male,London,Fashion,T-Shirt,5,30,150,03/09/2025,7,Delayed,4,No,No Return,Medium,0,0,2025-09,2025,150,36-50
520,C1520,57,Male,Birmingham,Electronics,Smartwatch,3,126,378,08/07/2025,3,On-Time,4,No,No Return,Medium,0,1,2025-07,2025,378,51-65
521,C1521,27,Female,Leeds,Electronics,Smartphone,2,494,988,13/02/2025,7,Delayed,3,Yes,Late Delivery,High,1,0,2025-02,2025,988,26-35
522,C1522,60,Female,Birmingham,Electronics,Tablet,3,695,2085,27/03/2025,7,Delayed,3,Yes,Changed Mind,Premium,1,0,2025-03,2025,2085,51-65
523,C1523,61,Male,Glasgow,Electronics,Tablet,5,208,1040,13/02/2025,9,Delayed,2,No,No Return,High,0,0,2025-02,2025,1040,51-65
524,C1524,46,Male,Birmingham,Fashion,T-Shirt,5,74,370,26/11/2025,2,On-Time,5,No,No Return,Medium,0,1,2025-11,2025,370,36-50
525,C1525,30,Female,London,Home Goods,Vacuum,1,97,97,25/05/2025,6,Delayed,3,Yes,Poor Quality,Low,1,0,2025-05,2025,97,26-35
526,C1526,29,Female,Leeds,Home Goods,Vacuum,4,96,384,20/02/2025,9,Delayed,2,No,No Return,Medium,0,0,2025-02,2025,384,26-35
527,C1527,48,Male,Bristol,Electronics,Laptop,1,926,926,30/08/2025,2,On-Time,5,No,No Return,High,0,1,2025-08,2025,926,36-50
528,C1528,63,Female,Liverpool,Home Goods,Blender,5,34,170,21/10/2025,2,On-Time,5,No,No Return,Medium,0,1,2025-10,2025,170,51-65
529,C1529,19,Male,London,Home Goods,Chair,2,90,180,20/02/2025,5,On-Time,3,No,No Return,Medium,0,1,2025-02,2025,180,18-25
